T	Origin	Destination	Distance	TripTime
64	4	1	6	6
64	4	2	13	13
64	4	3	5	5
64	4	4	4	4
63	0	0	3	3
63	0	1	5	5
63	0	2	25	25
63	0	3	4	4
63	0	4	8	8
63	1	0	5	5
63	1	1	2	2
63	1	2	22	22
63	1	3	3	3
63	1	4	6	6
63	2	0	25	25
63	2	1	22	22
63	2	2	2	2
63	2	3	20	20
63	2	4	13	13
63	3	0	4	4
63	3	1	2	2
63	3	2	20	20
63	3	3	3	3
63	3	4	5	5
63	4	0	8	8
63	4	1	6	6
63	4	2	13	13
63	4	3	5	5
63	4	4	4	4
62	0	0	3	3
62	0	1	5	5
62	0	2	25	25
62	0	3	4	4
62	0	4	8	8
62	1	0	5	5
62	1	1	2	2
62	1	2	22	22
62	1	3	3	3
62	1	4	6	6
62	2	0	25	25
62	2	1	22	22
62	2	2	2	2
62	2	3	20	20
62	2	4	13	13
62	3	0	4	4
62	3	1	2	2
62	3	2	20	20
62	3	3	3	3
62	3	4	5	5
62	4	0	8	8
62	4	1	6	6
62	4	2	13	13
62	4	3	5	5
62	4	4	4	4
61	0	0	3	3
61	0	1	5	5
61	0	2	25	25
61	0	3	4	4
61	0	4	8	8
61	1	0	5	5
61	1	1	2	2
61	1	2	22	22
61	1	3	3	3
61	1	4	6	6
61	2	0	25	25
61	2	1	22	22
61	2	2	2	2
61	2	3	20	20
61	2	4	13	13
61	3	0	4	4
61	3	1	2	2
61	3	2	20	20
61	3	3	3	3
61	3	4	5	5
61	4	0	8	8
61	4	1	6	6
61	4	2	13	13
61	4	3	5	5
61	4	4	4	4
60	0	0	3	3
60	0	1	5	5
60	0	2	25	25
60	0	3	4	4
60	0	4	8	8
60	1	0	5	5
60	1	1	2	2
60	1	2	22	22
60	1	3	3	3
60	1	4	6	6
60	2	0	25	25
60	2	1	22	22
60	2	2	2	2
60	2	3	20	20
60	2	4	13	13
60	3	0	4	4
60	3	1	2	2
60	3	2	20	20
60	3	3	3	3
60	3	4	5	5
60	4	0	8	8
60	4	1	6	6
60	4	2	13	13
60	4	3	5	5
60	4	4	4	4
59	0	0	3	3
59	0	1	5	5
59	0	2	25	25
59	0	3	4	4
59	0	4	8	8
59	1	0	5	5
59	1	1	2	2
59	1	2	22	22
59	1	3	3	3
59	1	4	6	6
59	2	0	25	25
59	2	1	22	22
59	2	2	2	2
59	2	3	20	20
59	2	4	13	13
59	3	0	4	4
59	3	1	2	2
59	3	2	20	20
59	3	3	3	3
59	3	4	5	5
59	4	0	8	8
59	4	1	6	6
59	4	2	13	13
59	4	3	5	5
59	4	4	4	4
58	0	0	3	3
58	0	1	5	5
58	0	2	25	25
58	0	3	4	4
58	0	4	8	8
58	1	0	5	5
58	1	1	2	2
58	1	2	22	22
58	1	3	3	3
58	1	4	6	6
58	2	0	25	25
58	2	1	22	22
58	2	2	2	2
58	2	3	20	20
58	2	4	13	13
58	3	0	4	4
58	3	1	2	2
58	3	2	20	20
58	3	3	3	3
58	3	4	5	5
58	4	0	8	8
58	4	1	6	6
58	4	2	13	13
58	4	3	5	5
58	4	4	4	4
57	0	0	3	3
57	0	1	5	5
57	0	2	25	25
57	0	3	4	4
57	0	4	8	8
57	1	0	5	5
57	1	1	2	2
57	1	2	22	22
57	1	3	3	3
57	1	4	6	6
57	2	0	25	25
57	2	1	22	22
57	2	2	2	2
57	2	3	20	20
57	2	4	13	13
57	3	0	4	4
57	3	1	2	2
57	3	2	20	20
57	3	3	3	3
57	3	4	5	5
57	4	0	8	8
57	4	1	6	6
57	4	2	13	13
57	4	3	5	5
57	4	4	4	4
56	0	0	3	3
56	0	1	5	5
56	0	2	25	25
56	0	3	4	4
56	0	4	8	8
56	1	0	5	5
56	1	1	2	2
56	1	2	22	22
56	1	3	3	3
56	1	4	6	6
56	2	0	25	25
56	2	1	22	22
56	2	2	2	2
56	2	3	20	20
56	2	4	13	13
56	3	0	4	4
56	3	1	2	2
56	3	2	20	20
56	3	3	3	3
56	3	4	5	5
56	4	0	8	8
56	4	1	6	6
56	4	2	13	13
56	4	3	5	5
56	4	4	4	4
55	0	0	3	3
55	0	1	5	5
55	0	2	25	25
55	0	3	4	4
55	0	4	8	8
55	1	0	5	5
55	1	1	2	2
55	1	2	22	22
55	1	3	3	3
55	1	4	6	6
55	2	0	25	25
55	2	1	22	22
55	2	2	2	2
55	2	3	20	20
55	2	4	13	13
55	3	0	4	4
55	3	1	2	2
55	3	2	20	20
55	3	3	3	3
55	3	4	5	5
55	4	0	8	8
55	4	1	6	6
55	4	2	13	13
55	4	3	5	5
55	4	4	4	4
54	0	0	3	3
54	0	1	5	5
54	0	2	25	25
54	0	3	4	4
54	0	4	8	8
54	1	0	5	5
54	1	1	2	2
54	1	2	22	22
54	1	3	3	3
54	1	4	6	6
54	2	0	25	25
54	2	1	22	22
54	2	2	2	2
54	2	3	20	20
54	2	4	13	13
54	3	0	4	4
54	3	1	2	2
54	3	2	20	20
54	3	3	3	3
54	3	4	5	5
54	4	0	8	8
54	4	1	6	6
54	4	2	13	13
54	4	3	5	5
54	4	4	4	4
53	0	0	3	3
53	0	1	5	5
53	0	2	25	25
53	0	3	4	4
53	0	4	8	8
53	1	0	5	5
53	1	1	2	2
53	1	2	22	22
53	1	3	3	3
53	1	4	6	6
53	2	0	25	25
53	2	1	22	22
53	2	2	2	2
53	2	3	20	20
53	2	4	13	13
53	3	0	4	4
53	3	1	2	2
53	3	2	20	20
53	3	3	3	3
53	3	4	5	5
53	4	0	8	8
53	4	1	6	6
53	4	2	13	13
53	4	3	5	5
53	4	4	4	4
52	0	0	3	3
52	0	1	5	5
52	0	2	25	25
52	0	3	4	4
52	0	4	8	8
52	1	0	5	5
52	1	1	2	2
52	1	2	22	22
52	1	3	3	3
52	1	4	6	6
52	2	0	25	25
52	2	1	22	22
52	2	2	2	2
52	2	3	20	20
52	2	4	13	13
52	3	0	4	4
52	3	1	2	2
52	3	2	20	20
52	3	3	3	3
52	3	4	5	5
52	4	0	8	8
52	4	1	6	6
52	4	2	13	13
52	4	3	5	5
52	4	4	4	4
51	0	0	3	3
51	0	1	5	5
51	0	2	25	25
51	0	3	4	4
51	0	4	8	8
51	1	0	5	5
51	1	1	2	2
51	1	2	22	22
51	1	3	3	3
51	1	4	6	6
51	2	0	25	25
51	2	1	22	22
51	2	2	2	2
51	2	3	20	20
51	2	4	13	13
51	3	0	4	4
51	3	1	2	2
51	3	2	20	20
51	3	3	3	3
51	3	4	5	5
51	4	0	8	8
51	4	1	6	6
51	4	2	13	13
51	4	3	5	5
51	4	4	4	4
50	0	0	3	3
50	0	1	5	5
50	0	2	25	25
50	0	3	4	4
50	0	4	8	8
50	1	0	5	5
50	1	1	2	2
50	1	2	22	22
50	1	3	3	3
50	1	4	6	6
50	2	0	25	25
50	2	1	22	22
50	2	2	2	2
50	2	3	20	20
50	2	4	13	13
50	3	0	4	4
50	3	1	2	2
50	3	2	20	20
50	3	3	3	3
50	3	4	5	5
50	4	0	8	8
50	4	1	6	6
50	4	2	13	13
50	4	3	5	5
50	4	4	4	4
49	0	0	3	3
49	0	1	5	5
49	0	2	25	25
49	0	3	4	4
49	0	4	8	8
49	1	0	5	5
49	1	1	2	2
49	1	2	22	22
49	1	3	3	3
49	1	4	6	6
49	2	0	25	25
49	2	1	22	22
49	2	2	2	2
49	2	3	20	20
49	2	4	13	13
49	3	0	4	4
49	3	1	2	2
49	3	2	20	20
49	3	3	3	3
49	3	4	5	5
49	4	0	8	8
49	4	1	6	6
49	4	2	13	13
49	4	3	5	5
49	4	4	4	4
48	0	0	3	3
48	0	1	5	5
48	0	2	25	25
48	0	3	4	4
48	0	4	8	8
48	1	0	5	5
48	1	1	2	2
48	1	2	22	22
48	1	3	3	3
48	1	4	6	6
48	2	0	25	25
48	2	1	22	22
48	2	2	2	2
48	2	3	20	20
48	2	4	13	13
48	3	0	4	4
48	3	1	2	2
48	3	2	20	20
48	3	3	3	3
48	3	4	5	5
48	4	0	8	8
48	4	1	6	6
48	4	2	13	13
48	4	3	5	5
48	4	4	4	4
47	0	0	3	3
47	0	1	5	5
47	0	2	25	25
47	0	3	4	4
47	0	4	8	8
47	1	0	5	5
47	1	1	2	2
47	1	2	22	22
47	1	3	3	3
47	1	4	6	6
47	2	0	25	25
47	2	1	22	22
47	2	2	2	2
47	2	3	20	20
47	2	4	13	13
47	3	0	4	4
47	3	1	2	2
47	3	2	20	20
47	3	3	3	3
47	3	4	5	5
47	4	0	8	8
47	4	1	6	6
47	4	2	13	13
47	4	3	5	5
47	4	4	4	4
46	0	0	3	3
46	0	1	5	5
46	0	2	25	25
46	0	3	4	4
46	0	4	8	8
46	1	0	5	5
46	1	1	2	2
46	1	2	22	22
46	1	3	3	3
46	1	4	6	6
46	2	0	25	25
46	2	1	22	22
46	2	2	2	2
46	2	3	20	20
46	2	4	13	13
46	3	0	4	4
46	3	1	2	2
46	3	2	20	20
46	3	3	3	3
46	3	4	5	5
46	4	0	8	8
46	4	1	6	6
46	4	2	13	13
46	4	3	5	5
46	4	4	4	4
45	0	0	3	3
45	0	1	5	5
45	0	2	25	25
45	0	3	4	4
45	0	4	8	8
45	1	0	5	5
45	1	1	2	2
45	1	2	22	22
45	1	3	3	3
45	1	4	6	6
45	2	0	25	25
45	2	1	22	22
45	2	2	2	2
45	2	3	20	20
45	2	4	13	13
45	3	0	4	4
45	3	1	2	2
45	3	2	20	20
45	3	3	3	3
45	3	4	5	5
45	4	0	8	8
45	4	1	6	6
45	4	2	13	13
45	4	3	5	5
45	4	4	4	4
44	0	0	3	3
44	0	1	5	5
44	0	2	25	25
44	0	3	4	4
44	0	4	8	8
44	1	0	5	5
44	1	1	2	2
44	1	2	22	22
44	1	3	3	3
44	1	4	6	6
44	2	0	25	25
44	2	1	22	22
44	2	2	2	2
44	2	3	20	20
44	2	4	13	13
44	3	0	4	4
44	3	1	2	2
44	3	2	20	20
44	3	3	3	3
44	3	4	5	5
44	4	0	8	8
44	4	1	6	6
44	4	2	13	13
44	4	3	5	5
44	4	4	4	4
43	0	0	3	3
43	0	1	5	5
43	0	2	25	25
43	0	3	4	4
43	0	4	8	8
43	1	0	5	5
43	1	1	2	2
43	1	2	22	22
43	1	3	3	3
43	1	4	6	6
43	2	0	25	25
43	2	1	22	22
43	2	2	2	2
43	2	3	20	20
43	2	4	13	13
43	3	0	4	4
43	3	1	2	2
43	3	2	20	20
43	3	3	3	3
43	3	4	5	5
43	4	0	8	8
43	4	1	6	6
43	4	2	13	13
43	4	3	5	5
43	4	4	4	4
42	0	0	3	3
42	0	1	5	5
42	0	2	25	25
42	0	3	4	4
42	0	4	8	8
42	1	0	5	5
42	1	1	2	2
42	1	2	22	22
42	1	3	3	3
42	1	4	6	6
42	2	0	25	25
42	2	1	22	22
42	2	2	2	2
42	2	3	20	20
42	2	4	13	13
42	3	0	4	4
42	3	1	2	2
42	3	2	20	20
42	3	3	3	3
42	3	4	5	5
42	4	0	8	8
42	4	1	6	6
42	4	2	13	13
42	4	3	5	5
42	4	4	4	4
41	0	0	3	3
41	0	1	5	5
41	0	2	25	25
41	0	3	4	4
41	0	4	8	8
41	1	0	5	5
41	1	1	2	2
41	1	2	22	22
41	1	3	3	3
41	1	4	6	6
41	2	0	25	25
41	2	1	22	22
41	2	2	2	2
41	2	3	20	20
41	2	4	13	13
41	3	0	4	4
41	3	1	2	2
41	3	2	20	20
41	3	3	3	3
41	3	4	5	5
41	4	0	8	8
41	4	1	6	6
41	4	2	13	13
41	4	3	5	5
41	4	4	4	4
40	0	0	3	3
40	0	1	5	5
40	0	2	25	25
40	0	3	4	4
40	0	4	8	8
40	1	0	5	5
40	1	1	2	2
40	1	2	22	22
40	1	3	3	3
40	1	4	6	6
40	2	0	25	25
40	2	1	22	22
40	2	2	2	2
40	2	3	20	20
40	2	4	13	13
40	3	0	4	4
40	3	1	2	2
40	3	2	20	20
40	3	3	3	3
40	3	4	5	5
40	4	0	8	8
40	4	1	6	6
40	4	2	13	13
40	4	3	5	5
40	4	4	4	4
39	0	0	3	3
39	0	1	5	5
39	0	2	25	25
39	0	3	4	4
39	0	4	8	8
39	1	0	5	5
39	1	1	2	2
39	1	2	22	22
39	1	3	3	3
39	1	4	6	6
39	2	0	25	25
39	2	1	22	22
39	2	2	2	2
39	2	3	20	20
39	2	4	13	13
39	3	0	4	4
39	3	1	2	2
39	3	2	20	20
39	3	3	3	3
39	3	4	5	5
39	4	0	8	8
39	4	1	6	6
39	4	2	13	13
39	4	3	5	5
39	4	4	4	4
38	0	0	3	3
38	0	1	5	5
38	0	2	25	25
38	0	3	4	4
38	0	4	8	8
38	1	0	5	5
38	1	1	2	2
38	1	2	22	22
38	1	3	3	3
38	1	4	6	6
38	2	0	25	25
38	2	1	22	22
38	2	2	2	2
38	2	3	20	20
38	2	4	13	13
38	3	0	4	4
38	3	1	2	2
38	3	2	20	20
38	3	3	3	3
38	3	4	5	5
38	4	0	8	8
38	4	1	6	6
38	4	2	13	13
38	4	3	5	5
38	4	4	4	4
37	0	0	3	3
37	0	1	5	5
37	0	2	25	25
37	0	3	4	4
37	0	4	8	8
37	1	0	5	5
37	1	1	2	2
37	1	2	22	22
37	1	3	3	3
37	1	4	6	6
37	2	0	25	25
37	2	1	22	22
37	2	2	2	2
37	2	3	20	20
37	2	4	13	13
37	3	0	4	4
37	3	1	2	2
37	3	2	20	20
37	3	3	3	3
37	3	4	5	5
37	4	0	8	8
37	4	1	6	6
37	4	2	13	13
37	4	3	5	5
37	4	4	4	4
36	0	0	3	3
36	0	1	5	5
36	0	2	25	25
36	0	3	4	4
36	0	4	8	8
36	1	0	5	5
36	1	1	2	2
36	1	2	22	22
36	1	3	3	3
36	1	4	6	6
36	2	0	25	25
36	2	1	22	22
36	2	2	2	2
36	2	3	20	20
36	2	4	13	13
36	3	0	4	4
36	3	1	2	2
36	3	2	20	20
36	3	3	3	3
36	3	4	5	5
36	4	0	8	8
36	4	1	6	6
36	4	2	13	13
36	4	3	5	5
36	4	4	4	4
35	0	0	3	3
35	0	1	5	5
35	0	2	25	25
35	0	3	4	4
35	0	4	8	8
35	1	0	5	5
35	1	1	2	2
35	1	2	22	22
35	1	3	3	3
35	1	4	6	6
35	2	0	25	25
35	2	1	22	22
35	2	2	2	2
35	2	3	20	20
35	2	4	13	13
35	3	0	4	4
35	3	1	2	2
35	3	2	20	20
35	3	3	3	3
35	3	4	5	5
35	4	0	8	8
35	4	1	6	6
35	4	2	13	13
35	4	3	5	5
35	4	4	4	4
34	0	0	3	3
34	0	1	5	5
34	0	2	25	25
34	0	3	4	4
34	0	4	8	8
34	1	0	5	5
34	1	1	2	2
34	1	2	22	22
34	1	3	3	3
34	1	4	6	6
34	2	0	25	25
34	2	1	22	22
34	2	2	2	2
34	2	3	20	20
34	2	4	13	13
34	3	0	4	4
34	3	1	2	2
34	3	2	20	20
34	3	3	3	3
34	3	4	5	5
34	4	0	8	8
34	4	1	6	6
34	4	2	13	13
34	4	3	5	5
34	4	4	4	4
33	0	0	3	3
33	0	1	5	5
33	0	2	25	25
33	0	3	4	4
33	0	4	8	8
33	1	0	5	5
33	1	1	2	2
33	1	2	22	22
33	1	3	3	3
33	1	4	6	6
33	2	0	25	25
33	2	1	22	22
33	2	2	2	2
33	2	3	20	20
33	2	4	13	13
33	3	0	4	4
33	3	1	2	2
33	3	2	20	20
33	3	3	3	3
33	3	4	5	5
33	4	0	8	8
33	4	1	6	6
33	4	2	13	13
33	4	3	5	5
33	4	4	4	4
32	0	0	3	3
32	0	1	5	5
32	0	2	25	25
32	0	3	4	4
32	0	4	8	8
32	1	0	5	5
32	1	1	2	2
32	1	2	22	22
32	1	3	3	3
32	1	4	6	6
32	2	0	25	25
32	2	1	22	22
32	2	2	2	2
32	2	3	20	20
32	2	4	13	13
32	3	0	4	4
32	3	1	2	2
32	3	2	20	20
32	3	3	3	3
32	3	4	5	5
32	4	0	8	8
32	4	1	6	6
32	4	2	13	13
32	4	3	5	5
32	4	4	4	4
31	0	0	3	3
31	0	1	5	5
31	0	2	25	25
31	0	3	4	4
31	0	4	8	8
31	1	0	5	5
31	1	1	2	2
31	1	2	22	22
31	1	3	3	3
31	1	4	6	6
31	2	0	25	25
31	2	1	22	22
31	2	2	2	2
31	2	3	20	20
31	2	4	13	13
31	3	0	4	4
31	3	1	2	2
31	3	2	20	20
31	3	3	3	3
31	3	4	5	5
31	4	0	8	8
31	4	1	6	6
31	4	2	13	13
31	4	3	5	5
31	4	4	4	4
30	0	0	3	3
30	0	1	5	5
30	0	2	25	25
30	0	3	4	4
30	0	4	8	8
30	1	0	5	5
30	1	1	2	2
30	1	2	22	22
30	1	3	3	3
30	1	4	6	6
30	2	0	25	25
30	2	1	22	22
30	2	2	2	2
30	2	3	20	20
30	2	4	13	13
30	3	0	4	4
30	3	1	2	2
30	3	2	20	20
30	3	3	3	3
30	3	4	5	5
30	4	0	8	8
30	4	1	6	6
30	4	2	13	13
30	4	3	5	5
30	4	4	4	4
29	0	0	3	3
29	0	1	5	5
29	0	2	25	25
29	0	3	4	4
29	0	4	8	8
29	1	0	5	5
29	1	1	2	2
29	1	2	22	22
29	1	3	3	3
29	1	4	6	6
29	2	0	25	25
29	2	1	22	22
29	2	2	2	2
29	2	3	20	20
29	2	4	13	13
29	3	0	4	4
29	3	1	2	2
29	3	2	20	20
29	3	3	3	3
29	3	4	5	5
29	4	0	8	8
29	4	1	6	6
29	4	2	13	13
29	4	3	5	5
29	4	4	4	4
28	0	0	3	3
28	0	1	5	5
28	0	2	25	25
28	0	3	4	4
28	0	4	8	8
28	1	0	5	5
28	1	1	2	2
28	1	2	22	22
28	1	3	3	3
28	1	4	6	6
28	2	0	25	25
28	2	1	22	22
28	2	2	2	2
28	2	3	20	20
28	2	4	13	13
28	3	0	4	4
28	3	1	2	2
28	3	2	20	20
28	3	3	3	3
28	3	4	5	5
28	4	0	8	8
28	4	1	6	6
28	4	2	13	13
28	4	3	5	5
28	4	4	4	4
27	0	0	3	3
27	0	1	5	5
27	0	2	25	25
27	0	3	4	4
27	0	4	8	8
27	1	0	5	5
27	1	1	2	2
27	1	2	22	22
27	1	3	3	3
27	1	4	6	6
27	2	0	25	25
27	2	1	22	22
27	2	2	2	2
27	2	3	20	20
27	2	4	13	13
27	3	0	4	4
27	3	1	2	2
27	3	2	20	20
27	3	3	3	3
27	3	4	5	5
27	4	0	8	8
27	4	1	6	6
27	4	2	13	13
27	4	3	5	5
27	4	4	4	4
26	0	0	3	3
26	0	1	5	5
26	0	2	25	25
26	0	3	4	4
26	0	4	8	8
26	1	0	5	5
26	1	1	2	2
26	1	2	22	22
26	1	3	3	3
26	1	4	6	6
26	2	0	25	25
26	2	1	22	22
26	2	2	2	2
26	2	3	20	20
26	2	4	13	13
26	3	0	4	4
26	3	1	2	2
26	3	2	20	20
26	3	3	3	3
26	3	4	5	5
26	4	0	8	8
26	4	1	6	6
26	4	2	13	13
26	4	3	5	5
26	4	4	4	4
25	0	0	3	3
25	0	1	5	5
25	0	2	25	25
25	0	3	4	4
25	0	4	8	8
25	1	0	5	5
25	1	1	2	2
25	1	2	22	22
25	1	3	3	3
25	1	4	6	6
25	2	0	25	25
25	2	1	22	22
25	2	2	2	2
25	2	3	20	20
25	2	4	13	13
25	3	0	4	4
25	3	1	2	2
25	3	2	20	20
25	3	3	3	3
25	3	4	5	5
25	4	0	8	8
25	4	1	6	6
25	4	2	13	13
25	4	3	5	5
25	4	4	4	4
24	0	0	3	3
24	0	1	5	5
24	0	2	25	25
24	0	3	4	4
24	0	4	8	8
24	1	0	5	5
24	1	1	2	2
24	1	2	22	22
24	1	3	3	3
24	1	4	6	6
24	2	0	25	25
24	2	1	22	22
24	2	2	2	2
24	2	3	20	20
24	2	4	13	13
24	3	0	4	4
24	3	1	2	2
24	3	2	20	20
24	3	3	3	3
24	3	4	5	5
24	4	0	8	8
24	4	1	6	6
24	4	2	13	13
24	4	3	5	5
24	4	4	4	4
23	0	0	3	3
23	0	1	5	5
23	0	2	25	25
23	0	3	4	4
23	0	4	8	8
23	1	0	5	5
23	1	1	2	2
23	1	2	22	22
23	1	3	3	3
23	1	4	6	6
23	2	0	25	25
23	2	1	22	22
23	2	2	2	2
23	2	3	20	20
23	2	4	13	13
23	3	0	4	4
23	3	1	2	2
23	3	2	20	20
23	3	3	3	3
23	3	4	5	5
23	4	0	8	8
23	4	1	6	6
23	4	2	13	13
23	4	3	5	5
23	4	4	4	4
22	0	0	3	3
22	0	1	5	5
22	0	2	25	25
22	0	3	4	4
22	0	4	8	8
22	1	0	5	5
22	1	1	2	2
22	1	2	22	22
22	1	3	3	3
22	1	4	6	6
22	2	0	25	25
22	2	1	22	22
22	2	2	2	2
22	2	3	20	20
22	2	4	13	13
22	3	0	4	4
22	3	1	2	2
22	3	2	20	20
22	3	3	3	3
22	3	4	5	5
22	4	0	8	8
22	4	1	6	6
22	4	2	13	13
22	4	3	5	5
22	4	4	4	4
21	0	0	3	3
21	0	1	5	5
21	0	2	25	25
21	0	3	4	4
21	0	4	8	8
21	1	0	5	5
21	1	1	2	2
21	1	2	22	22
21	1	3	3	3
21	1	4	6	6
21	2	0	25	25
21	2	1	22	22
21	2	2	2	2
21	2	3	20	20
21	2	4	13	13
21	3	0	4	4
21	3	1	2	2
21	3	2	20	20
21	3	3	3	3
21	3	4	5	5
21	4	0	8	8
21	4	1	6	6
21	4	2	13	13
21	4	3	5	5
21	4	4	4	4
20	0	0	3	3
20	0	1	5	5
20	0	2	25	25
20	0	3	4	4
20	0	4	8	8
20	1	0	5	5
20	1	1	2	2
20	1	2	22	22
20	1	3	3	3
20	1	4	6	6
20	2	0	25	25
20	2	1	22	22
20	2	2	2	2
20	2	3	20	20
20	2	4	13	13
20	3	0	4	4
20	3	1	2	2
20	3	2	20	20
20	3	3	3	3
20	3	4	5	5
20	4	0	8	8
20	4	1	6	6
20	4	2	13	13
20	4	3	5	5
20	4	4	4	4
19	0	0	3	3
19	0	1	5	5
19	0	2	25	25
19	0	3	4	4
19	0	4	8	8
19	1	0	5	5
19	1	1	2	2
19	1	2	22	22
19	1	3	3	3
19	1	4	6	6
19	2	0	25	25
19	2	1	22	22
19	2	2	2	2
19	2	3	20	20
19	2	4	13	13
19	3	0	4	4
19	3	1	2	2
19	3	2	20	20
19	3	3	3	3
19	3	4	5	5
19	4	0	8	8
19	4	1	6	6
19	4	2	13	13
19	4	3	5	5
19	4	4	4	4
18	0	0	3	3
18	0	1	5	5
18	0	2	25	25
18	0	3	4	4
18	0	4	8	8
18	1	0	5	5
18	1	1	2	2
18	1	2	22	22
18	1	3	3	3
18	1	4	6	6
18	2	0	25	25
18	2	1	22	22
18	2	2	2	2
18	2	3	20	20
18	2	4	13	13
18	3	0	4	4
18	3	1	2	2
18	3	2	20	20
18	3	3	3	3
18	3	4	5	5
18	4	0	8	8
18	4	1	6	6
18	4	2	13	13
18	4	3	5	5
18	4	4	4	4
17	0	0	3	3
17	0	1	5	5
17	0	2	25	25
17	0	3	4	4
17	0	4	8	8
17	1	0	5	5
17	1	1	2	2
17	1	2	22	22
17	1	3	3	3
17	1	4	6	6
17	2	0	25	25
17	2	1	22	22
17	2	2	2	2
17	2	3	20	20
17	2	4	13	13
17	3	0	4	4
17	3	1	2	2
17	3	2	20	20
17	3	3	3	3
17	3	4	5	5
17	4	0	8	8
17	4	1	6	6
17	4	2	13	13
17	4	3	5	5
17	4	4	4	4
16	0	0	3	3
16	0	1	5	5
16	0	2	25	25
16	0	3	4	4
16	0	4	8	8
16	1	0	5	5
16	1	1	2	2
16	1	2	22	22
16	1	3	3	3
16	1	4	6	6
16	2	0	25	25
16	2	1	22	22
16	2	2	2	2
16	2	3	20	20
16	2	4	13	13
16	3	0	4	4
16	3	1	2	2
16	3	2	20	20
16	3	3	3	3
16	3	4	5	5
16	4	0	8	8
16	4	1	6	6
16	4	2	13	13
16	4	3	5	5
16	4	4	4	4
15	0	0	3	3
15	0	1	5	5
15	0	2	25	25
15	0	3	4	4
15	0	4	8	8
15	1	0	5	5
15	1	1	2	2
15	1	2	22	22
15	1	3	3	3
15	1	4	6	6
15	2	0	25	25
15	2	1	22	22
15	2	2	2	2
15	2	3	20	20
15	2	4	13	13
15	3	0	4	4
15	3	1	2	2
15	3	2	20	20
15	3	3	3	3
15	3	4	5	5
15	4	0	8	8
15	4	1	6	6
15	4	2	13	13
15	4	3	5	5
15	4	4	4	4
14	0	0	3	3
14	0	1	5	5
14	0	2	25	25
14	0	3	4	4
14	0	4	8	8
14	1	0	5	5
14	1	1	2	2
14	1	2	22	22
14	1	3	3	3
14	1	4	6	6
14	2	0	25	25
14	2	1	22	22
14	2	2	2	2
14	2	3	20	20
14	2	4	13	13
14	3	0	4	4
14	3	1	2	2
14	3	2	20	20
14	3	3	3	3
14	3	4	5	5
14	4	0	8	8
14	4	1	6	6
14	4	2	13	13
14	4	3	5	5
14	4	4	4	4
13	0	0	3	3
13	0	1	5	5
13	0	2	25	25
13	0	3	4	4
13	0	4	8	8
13	1	0	5	5
13	1	1	2	2
13	1	2	22	22
13	1	3	3	3
13	1	4	6	6
13	2	0	25	25
13	2	1	22	22
13	2	2	2	2
13	2	3	20	20
13	2	4	13	13
13	3	0	4	4
13	3	1	2	2
13	3	2	20	20
13	3	3	3	3
13	3	4	5	5
13	4	0	8	8
13	4	1	6	6
13	4	2	13	13
13	4	3	5	5
13	4	4	4	4
12	0	0	3	3
12	0	1	5	5
12	0	2	25	25
12	0	3	4	4
12	0	4	8	8
12	1	0	5	5
12	1	1	2	2
12	1	2	22	22
12	1	3	3	3
12	1	4	6	6
12	2	0	25	25
12	2	1	22	22
12	2	2	2	2
12	2	3	20	20
12	2	4	13	13
12	3	0	4	4
12	3	1	2	2
12	3	2	20	20
12	3	3	3	3
12	3	4	5	5
12	4	0	8	8
12	4	1	6	6
12	4	2	13	13
12	4	3	5	5
12	4	4	4	4
11	0	0	3	3
11	0	1	5	5
11	0	2	25	25
11	0	3	4	4
11	0	4	8	8
11	1	0	5	5
11	1	1	2	2
11	1	2	22	22
11	1	3	3	3
11	1	4	6	6
11	2	0	25	25
11	2	1	22	22
11	2	2	2	2
11	2	3	20	20
11	2	4	13	13
11	3	0	4	4
11	3	1	2	2
11	3	2	20	20
11	3	3	3	3
11	3	4	5	5
11	4	0	8	8
11	4	1	6	6
11	4	2	13	13
11	4	3	5	5
11	4	4	4	4
10	0	0	3	3
10	0	1	5	5
10	0	2	25	25
10	0	3	4	4
10	0	4	8	8
10	1	0	5	5
10	1	1	2	2
10	1	2	22	22
10	1	3	3	3
10	1	4	6	6
10	2	0	25	25
10	2	1	22	22
10	2	2	2	2
10	2	3	20	20
10	2	4	13	13
10	3	0	4	4
10	3	1	2	2
10	3	2	20	20
10	3	3	3	3
10	3	4	5	5
10	4	0	8	8
10	4	1	6	6
10	4	2	13	13
10	4	3	5	5
10	4	4	4	4
9	0	0	3	3
9	0	1	5	5
9	0	2	25	25
9	0	3	4	4
9	0	4	8	8
9	1	0	5	5
9	1	1	2	2
9	1	2	22	22
9	1	3	3	3
9	1	4	6	6
9	2	0	25	25
9	2	1	22	22
9	2	2	2	2
9	2	3	20	20
9	2	4	13	13
9	3	0	4	4
9	3	1	2	2
9	3	2	20	20
9	3	3	3	3
9	3	4	5	5
9	4	0	8	8
9	4	1	6	6
9	4	2	13	13
9	4	3	5	5
9	4	4	4	4
8	0	0	3	3
8	0	1	5	5
8	0	2	25	25
8	0	3	4	4
8	0	4	8	8
8	1	0	5	5
8	1	1	2	2
8	1	2	22	22
8	1	3	3	3
8	1	4	6	6
8	2	0	25	25
8	2	1	22	22
8	2	2	2	2
8	2	3	20	20
8	2	4	13	13
8	3	0	4	4
8	3	1	2	2
8	3	2	20	20
8	3	3	3	3
