T	Origin	Destination	Distance	TripTime
304	4	1	1	18
304	4	2	1	39
304	4	3	1	15
304	4	4	1	12
303	0	0	1	9
303	0	1	1	15
303	0	2	1	75
303	0	3	1	12
303	0	4	1	24
303	1	0	1	15
303	1	1	1	6
303	1	2	1	66
303	1	3	1	6
303	1	4	1	18
303	2	0	1	75
303	2	1	1	66
303	2	2	1	6
303	2	3	1	60
303	2	4	1	39
303	3	0	1	12
303	3	1	1	6
303	3	2	1	60
303	3	3	1	9
303	3	4	1	15
303	4	0	1	24
303	4	1	1	18
303	4	2	1	39
303	4	3	1	15
303	4	4	1	12
302	0	0	1	9
302	0	1	1	15
302	0	2	1	75
302	0	3	1	12
302	0	4	1	24
302	1	0	1	15
302	1	1	1	6
302	1	2	1	66
302	1	3	1	6
302	1	4	1	18
302	2	0	1	75
302	2	1	1	66
302	2	2	1	6
302	2	3	1	60
302	2	4	1	39
302	3	0	1	12
302	3	1	1	6
302	3	2	1	60
302	3	3	1	9
302	3	4	1	15
302	4	0	1	24
302	4	1	1	18
302	4	2	1	39
302	4	3	1	15
302	4	4	1	12
301	0	0	1	9
301	0	1	1	15
301	0	2	1	75
301	0	3	1	12
301	0	4	1	24
301	1	0	1	15
301	1	1	1	6
301	1	2	1	66
301	1	3	1	6
301	1	4	1	18
301	2	0	1	75
301	2	1	1	66
301	2	2	1	6
301	2	3	1	60
301	2	4	1	39
301	3	0	1	12
301	3	1	1	6
301	3	2	1	60
301	3	3	1	9
301	3	4	1	15
301	4	0	1	24
301	4	1	1	18
301	4	2	1	39
301	4	3	1	15
301	4	4	1	12
300	0	0	1	9
300	0	1	1	15
300	0	2	1	75
300	0	3	1	12
300	0	4	1	24
300	1	0	1	15
300	1	1	1	6
300	1	2	1	66
300	1	3	1	6
300	1	4	1	18
300	2	0	1	75
300	2	1	1	66
300	2	2	1	6
300	2	3	1	60
300	2	4	1	39
300	3	0	1	12
300	3	1	1	6
300	3	2	1	60
300	3	3	1	9
300	3	4	1	15
300	4	0	1	24
300	4	1	1	18
300	4	2	1	39
300	4	3	1	15
300	4	4	1	12
299	0	0	1	9
299	0	1	1	15
299	0	2	1	75
299	0	3	1	12
299	0	4	1	24
299	1	0	1	15
299	1	1	1	6
299	1	2	1	66
299	1	3	1	6
299	1	4	1	18
299	2	0	1	75
299	2	1	1	66
299	2	2	1	6
299	2	3	1	60
299	2	4	1	39
299	3	0	1	12
299	3	1	1	6
299	3	2	1	60
299	3	3	1	9
299	3	4	1	15
299	4	0	1	24
299	4	1	1	18
299	4	2	1	39
299	4	3	1	15
299	4	4	1	12
298	0	0	1	9
298	0	1	1	15
298	0	2	1	75
298	0	3	1	12
298	0	4	1	24
298	1	0	1	15
298	1	1	1	6
298	1	2	1	66
298	1	3	1	6
298	1	4	1	18
298	2	0	1	75
298	2	1	1	66
298	2	2	1	6
298	2	3	1	60
298	2	4	1	39
298	3	0	1	12
298	3	1	1	6
298	3	2	1	60
298	3	3	1	9
298	3	4	1	15
298	4	0	1	24
298	4	1	1	18
298	4	2	1	39
298	4	3	1	15
298	4	4	1	12
297	0	0	1	9
297	0	1	1	15
297	0	2	1	75
297	0	3	1	12
297	0	4	1	24
297	1	0	1	15
297	1	1	1	6
297	1	2	1	66
297	1	3	1	6
297	1	4	1	18
297	2	0	1	75
297	2	1	1	66
297	2	2	1	6
297	2	3	1	60
297	2	4	1	39
297	3	0	1	12
297	3	1	1	6
297	3	2	1	60
297	3	3	1	9
297	3	4	1	15
297	4	0	1	24
297	4	1	1	18
297	4	2	1	39
297	4	3	1	15
297	4	4	1	12
296	0	0	1	9
296	0	1	1	15
296	0	2	1	75
296	0	3	1	12
296	0	4	1	24
296	1	0	1	15
296	1	1	1	6
296	1	2	1	66
296	1	3	1	6
296	1	4	1	18
296	2	0	1	75
296	2	1	1	66
296	2	2	1	6
296	2	3	1	60
296	2	4	1	39
296	3	0	1	12
296	3	1	1	6
296	3	2	1	60
296	3	3	1	9
296	3	4	1	15
296	4	0	1	24
296	4	1	1	18
296	4	2	1	39
296	4	3	1	15
296	4	4	1	12
295	0	0	1	9
295	0	1	1	15
295	0	2	1	75
295	0	3	1	12
295	0	4	1	24
295	1	0	1	15
295	1	1	1	6
295	1	2	1	66
295	1	3	1	6
295	1	4	1	18
295	2	0	1	75
295	2	1	1	66
295	2	2	1	6
295	2	3	1	60
295	2	4	1	39
295	3	0	1	12
295	3	1	1	6
295	3	2	1	60
295	3	3	1	9
295	3	4	1	15
295	4	0	1	24
295	4	1	1	18
295	4	2	1	39
295	4	3	1	15
295	4	4	1	12
294	0	0	1	9
294	0	1	1	15
294	0	2	1	75
294	0	3	1	12
294	0	4	1	24
294	1	0	1	15
294	1	1	1	6
294	1	2	1	66
294	1	3	1	6
294	1	4	1	18
294	2	0	1	75
294	2	1	1	66
294	2	2	1	6
294	2	3	1	60
294	2	4	1	39
294	3	0	1	12
294	3	1	1	6
294	3	2	1	60
294	3	3	1	9
294	3	4	1	15
294	4	0	1	24
294	4	1	1	18
294	4	2	1	39
294	4	3	1	15
294	4	4	1	12
293	0	0	1	9
293	0	1	1	15
293	0	2	1	75
293	0	3	1	12
293	0	4	1	24
293	1	0	1	15
293	1	1	1	6
293	1	2	1	66
293	1	3	1	6
293	1	4	1	18
293	2	0	1	75
293	2	1	1	66
293	2	2	1	6
293	2	3	1	60
293	2	4	1	39
293	3	0	1	12
293	3	1	1	6
293	3	2	1	60
293	3	3	1	9
293	3	4	1	15
293	4	0	1	24
293	4	1	1	18
293	4	2	1	39
293	4	3	1	15
293	4	4	1	12
292	0	0	1	9
292	0	1	1	15
292	0	2	1	75
292	0	3	1	12
292	0	4	1	24
292	1	0	1	15
292	1	1	1	6
292	1	2	1	66
292	1	3	1	6
292	1	4	1	18
292	2	0	1	75
292	2	1	1	66
292	2	2	1	6
292	2	3	1	60
292	2	4	1	39
292	3	0	1	12
292	3	1	1	6
292	3	2	1	60
292	3	3	1	9
292	3	4	1	15
292	4	0	1	24
292	4	1	1	18
292	4	2	1	39
292	4	3	1	15
292	4	4	1	12
291	0	0	1	9
291	0	1	1	15
291	0	2	1	75
291	0	3	1	12
291	0	4	1	24
291	1	0	1	15
291	1	1	1	6
291	1	2	1	66
291	1	3	1	6
291	1	4	1	18
291	2	0	1	75
291	2	1	1	66
291	2	2	1	6
291	2	3	1	60
291	2	4	1	39
291	3	0	1	12
291	3	1	1	6
291	3	2	1	60
291	3	3	1	9
291	3	4	1	15
291	4	0	1	24
291	4	1	1	18
291	4	2	1	39
291	4	3	1	15
291	4	4	1	12
290	0	0	1	9
290	0	1	1	15
290	0	2	1	75
290	0	3	1	12
290	0	4	1	24
290	1	0	1	15
290	1	1	1	6
290	1	2	1	66
290	1	3	1	6
290	1	4	1	18
290	2	0	1	75
290	2	1	1	66
290	2	2	1	6
290	2	3	1	60
290	2	4	1	39
290	3	0	1	12
290	3	1	1	6
290	3	2	1	60
290	3	3	1	9
290	3	4	1	15
290	4	0	1	24
290	4	1	1	18
290	4	2	1	39
290	4	3	1	15
290	4	4	1	12
289	0	0	1	9
289	0	1	1	15
289	0	2	1	75
289	0	3	1	12
289	0	4	1	24
289	1	0	1	15
289	1	1	1	6
289	1	2	1	66
289	1	3	1	6
289	1	4	1	18
289	2	0	1	75
289	2	1	1	66
289	2	2	1	6
289	2	3	1	60
289	2	4	1	39
289	3	0	1	12
289	3	1	1	6
289	3	2	1	60
289	3	3	1	9
289	3	4	1	15
289	4	0	1	24
289	4	1	1	18
289	4	2	1	39
289	4	3	1	15
289	4	4	1	12
288	0	0	1	9
288	0	1	1	15
288	0	2	1	75
288	0	3	1	12
288	0	4	1	24
288	1	0	1	15
288	1	1	1	6
288	1	2	1	66
288	1	3	1	6
288	1	4	1	18
288	2	0	1	75
288	2	1	1	66
288	2	2	1	6
288	2	3	1	60
288	2	4	1	39
288	3	0	1	12
288	3	1	1	6
288	3	2	1	60
288	3	3	1	9
288	3	4	1	15
288	4	0	1	24
288	4	1	1	18
288	4	2	1	39
288	4	3	1	15
288	4	4	1	12
287	0	0	1	9
287	0	1	1	15
287	0	2	1	75
287	0	3	1	12
287	0	4	1	24
287	1	0	1	15
287	1	1	1	6
287	1	2	1	66
287	1	3	1	6
287	1	4	1	18
287	2	0	1	75
287	2	1	1	66
287	2	2	1	6
287	2	3	1	60
287	2	4	1	39
287	3	0	1	12
287	3	1	1	6
287	3	2	1	60
287	3	3	1	9
287	3	4	1	15
287	4	0	1	24
287	4	1	1	18
287	4	2	1	39
287	4	3	1	15
287	4	4	1	12
286	0	0	1	9
286	0	1	1	15
286	0	2	1	75
286	0	3	1	12
286	0	4	1	24
286	1	0	1	15
286	1	1	1	6
286	1	2	1	66
286	1	3	1	6
286	1	4	1	18
286	2	0	1	75
286	2	1	1	66
286	2	2	1	6
286	2	3	1	60
286	2	4	1	39
286	3	0	1	12
286	3	1	1	6
286	3	2	1	60
286	3	3	1	9
286	3	4	1	15
286	4	0	1	24
286	4	1	1	18
286	4	2	1	39
286	4	3	1	15
286	4	4	1	12
285	0	0	1	9
285	0	1	1	15
285	0	2	1	75
285	0	3	1	12
285	0	4	1	24
285	1	0	1	15
285	1	1	1	6
285	1	2	1	66
285	1	3	1	6
285	1	4	1	18
285	2	0	1	75
285	2	1	1	66
285	2	2	1	6
285	2	3	1	60
285	2	4	1	39
285	3	0	1	12
285	3	1	1	6
285	3	2	1	60
285	3	3	1	9
285	3	4	1	15
285	4	0	1	24
285	4	1	1	18
285	4	2	1	39
285	4	3	1	15
285	4	4	1	12
284	0	0	1	9
284	0	1	1	15
284	0	2	1	75
284	0	3	1	12
284	0	4	1	24
284	1	0	1	15
284	1	1	1	6
284	1	2	1	66
284	1	3	1	6
284	1	4	1	18
284	2	0	1	75
284	2	1	1	66
284	2	2	1	6
284	2	3	1	60
284	2	4	1	39
284	3	0	1	12
284	3	1	1	6
284	3	2	1	60
284	3	3	1	9
284	3	4	1	15
284	4	0	1	24
284	4	1	1	18
284	4	2	1	39
284	4	3	1	15
284	4	4	1	12
283	0	0	1	9
283	0	1	1	15
283	0	2	1	75
283	0	3	1	12
283	0	4	1	24
283	1	0	1	15
283	1	1	1	6
283	1	2	1	66
283	1	3	1	6
283	1	4	1	18
283	2	0	1	75
283	2	1	1	66
283	2	2	1	6
283	2	3	1	60
283	2	4	1	39
283	3	0	1	12
283	3	1	1	6
283	3	2	1	60
283	3	3	1	9
283	3	4	1	15
283	4	0	1	24
283	4	1	1	18
283	4	2	1	39
283	4	3	1	15
283	4	4	1	12
282	0	0	1	9
282	0	1	1	15
282	0	2	1	75
282	0	3	1	12
282	0	4	1	24
282	1	0	1	15
282	1	1	1	6
282	1	2	1	66
282	1	3	1	6
282	1	4	1	18
282	2	0	1	75
282	2	1	1	66
282	2	2	1	6
282	2	3	1	60
282	2	4	1	39
282	3	0	1	12
282	3	1	1	6
282	3	2	1	60
282	3	3	1	9
282	3	4	1	15
282	4	0	1	24
282	4	1	1	18
282	4	2	1	39
282	4	3	1	15
282	4	4	1	12
281	0	0	1	9
281	0	1	1	15
281	0	2	1	75
281	0	3	1	12
281	0	4	1	24
281	1	0	1	15
281	1	1	1	6
281	1	2	1	66
281	1	3	1	6
281	1	4	1	18
281	2	0	1	75
281	2	1	1	66
281	2	2	1	6
281	2	3	1	60
281	2	4	1	39
281	3	0	1	12
281	3	1	1	6
281	3	2	1	60
281	3	3	1	9
281	3	4	1	15
281	4	0	1	24
281	4	1	1	18
281	4	2	1	39
281	4	3	1	15
281	4	4	1	12
280	0	0	1	9
280	0	1	1	15
280	0	2	1	75
280	0	3	1	12
280	0	4	1	24
280	1	0	1	15
280	1	1	1	6
280	1	2	1	66
280	1	3	1	6
280	1	4	1	18
280	2	0	1	75
280	2	1	1	66
280	2	2	1	6
280	2	3	1	60
280	2	4	1	39
280	3	0	1	12
280	3	1	1	6
280	3	2	1	60
280	3	3	1	9
280	3	4	1	15
280	4	0	1	24
280	4	1	1	18
280	4	2	1	39
280	4	3	1	15
280	4	4	1	12
279	0	0	1	9
279	0	1	1	15
279	0	2	1	75
279	0	3	1	12
279	0	4	1	24
279	1	0	1	15
279	1	1	1	6
279	1	2	1	66
279	1	3	1	6
279	1	4	1	18
279	2	0	1	75
279	2	1	1	66
279	2	2	1	6
279	2	3	1	60
279	2	4	1	39
279	3	0	1	12
279	3	1	1	6
279	3	2	1	60
279	3	3	1	9
279	3	4	1	15
279	4	0	1	24
279	4	1	1	18
279	4	2	1	39
279	4	3	1	15
279	4	4	1	12
278	0	0	1	9
278	0	1	1	15
278	0	2	1	75
278	0	3	1	12
278	0	4	1	24
278	1	0	1	15
278	1	1	1	6
278	1	2	1	66
278	1	3	1	6
278	1	4	1	18
278	2	0	1	75
278	2	1	1	66
278	2	2	1	6
278	2	3	1	60
278	2	4	1	39
278	3	0	1	12
278	3	1	1	6
278	3	2	1	60
278	3	3	1	9
278	3	4	1	15
278	4	0	1	24
278	4	1	1	18
278	4	2	1	39
278	4	3	1	15
278	4	4	1	12
277	0	0	1	9
277	0	1	1	15
277	0	2	1	75
277	0	3	1	12
277	0	4	1	24
277	1	0	1	15
277	1	1	1	6
277	1	2	1	66
277	1	3	1	6
277	1	4	1	18
277	2	0	1	75
277	2	1	1	66
277	2	2	1	6
277	2	3	1	60
277	2	4	1	39
277	3	0	1	12
277	3	1	1	6
277	3	2	1	60
277	3	3	1	9
277	3	4	1	15
277	4	0	1	24
277	4	1	1	18
277	4	2	1	39
277	4	3	1	15
277	4	4	1	12
276	0	0	1	9
276	0	1	1	15
276	0	2	1	75
276	0	3	1	12
276	0	4	1	24
276	1	0	1	15
276	1	1	1	6
276	1	2	1	66
276	1	3	1	6
276	1	4	1	18
276	2	0	1	75
276	2	1	1	66
276	2	2	1	6
276	2	3	1	60
276	2	4	1	39
276	3	0	1	12
276	3	1	1	6
276	3	2	1	60
276	3	3	1	9
276	3	4	1	15
276	4	0	1	24
276	4	1	1	18
276	4	2	1	39
276	4	3	1	15
276	4	4	1	12
275	0	0	1	9
275	0	1	1	15
275	0	2	1	75
275	0	3	1	12
275	0	4	1	24
275	1	0	1	15
275	1	1	1	6
275	1	2	1	66
275	1	3	1	6
275	1	4	1	18
275	2	0	1	75
275	2	1	1	66
275	2	2	1	6
275	2	3	1	60
275	2	4	1	39
275	3	0	1	12
275	3	1	1	6
275	3	2	1	60
275	3	3	1	9
275	3	4	1	15
275	4	0	1	24
275	4	1	1	18
275	4	2	1	39
275	4	3	1	15
275	4	4	1	12
274	0	0	1	9
274	0	1	1	15
274	0	2	1	75
274	0	3	1	12
274	0	4	1	24
274	1	0	1	15
274	1	1	1	6
274	1	2	1	66
274	1	3	1	6
274	1	4	1	18
274	2	0	1	75
274	2	1	1	66
274	2	2	1	6
274	2	3	1	60
274	2	4	1	39
274	3	0	1	12
274	3	1	1	6
274	3	2	1	60
274	3	3	1	9
274	3	4	1	15
274	4	0	1	24
274	4	1	1	18
274	4	2	1	39
274	4	3	1	15
274	4	4	1	12
273	0	0	1	9
273	0	1	1	15
273	0	2	1	75
273	0	3	1	12
273	0	4	1	24
273	1	0	1	15
273	1	1	1	6
273	1	2	1	66
273	1	3	1	6
273	1	4	1	18
273	2	0	1	75
273	2	1	1	66
273	2	2	1	6
273	2	3	1	60
273	2	4	1	39
273	3	0	1	12
273	3	1	1	6
273	3	2	1	60
273	3	3	1	9
273	3	4	1	15
273	4	0	1	24
273	4	1	1	18
273	4	2	1	39
273	4	3	1	15
273	4	4	1	12
272	0	0	1	9
272	0	1	1	15
272	0	2	1	75
272	0	3	1	12
272	0	4	1	24
272	1	0	1	15
272	1	1	1	6
272	1	2	1	66
272	1	3	1	6
272	1	4	1	18
272	2	0	1	75
272	2	1	1	66
272	2	2	1	6
272	2	3	1	60
272	2	4	1	39
272	3	0	1	12
272	3	1	1	6
272	3	2	1	60
272	3	3	1	9
272	3	4	1	15
272	4	0	1	24
272	4	1	1	18
272	4	2	1	39
272	4	3	1	15
272	4	4	1	12
271	0	0	1	9
271	0	1	1	15
271	0	2	1	75
271	0	3	1	12
271	0	4	1	24
271	1	0	1	15
271	1	1	1	6
271	1	2	1	66
271	1	3	1	6
271	1	4	1	18
271	2	0	1	75
271	2	1	1	66
271	2	2	1	6
271	2	3	1	60
271	2	4	1	39
271	3	0	1	12
271	3	1	1	6
271	3	2	1	60
271	3	3	1	9
271	3	4	1	15
271	4	0	1	24
271	4	1	1	18
271	4	2	1	39
271	4	3	1	15
271	4	4	1	12
270	0	0	1	9
270	0	1	1	15
270	0	2	1	75
270	0	3	1	12
270	0	4	1	24
270	1	0	1	15
270	1	1	1	6
270	1	2	1	66
270	1	3	1	6
270	1	4	1	18
270	2	0	1	75
270	2	1	1	66
270	2	2	1	6
270	2	3	1	60
270	2	4	1	39
270	3	0	1	12
270	3	1	1	6
270	3	2	1	60
270	3	3	1	9
270	3	4	1	15
270	4	0	1	24
270	4	1	1	18
270	4	2	1	39
270	4	3	1	15
270	4	4	1	12
269	0	0	1	9
269	0	1	1	15
269	0	2	1	75
269	0	3	1	12
269	0	4	1	24
269	1	0	1	15
269	1	1	1	6
269	1	2	1	66
269	1	3	1	6
269	1	4	1	18
269	2	0	1	75
269	2	1	1	66
269	2	2	1	6
269	2	3	1	60
269	2	4	1	39
269	3	0	1	12
269	3	1	1	6
269	3	2	1	60
269	3	3	1	9
269	3	4	1	15
269	4	0	1	24
269	4	1	1	18
269	4	2	1	39
269	4	3	1	15
269	4	4	1	12
268	0	0	1	9
268	0	1	1	15
268	0	2	1	75
268	0	3	1	12
268	0	4	1	24
268	1	0	1	15
268	1	1	1	6
268	1	2	1	66
268	1	3	1	6
268	1	4	1	18
268	2	0	1	75
268	2	1	1	66
268	2	2	1	6
268	2	3	1	60
268	2	4	1	39
268	3	0	1	12
268	3	1	1	6
268	3	2	1	60
268	3	3	1	9
268	3	4	1	15
268	4	0	1	24
268	4	1	1	18
268	4	2	1	39
268	4	3	1	15
268	4	4	1	12
267	0	0	1	9
267	0	1	1	15
267	0	2	1	75
267	0	3	1	12
267	0	4	1	24
267	1	0	1	15
267	1	1	1	6
267	1	2	1	66
267	1	3	1	6
267	1	4	1	18
267	2	0	1	75
267	2	1	1	66
267	2	2	1	6
267	2	3	1	60
267	2	4	1	39
267	3	0	1	12
267	3	1	1	6
267	3	2	1	60
267	3	3	1	9
267	3	4	1	15
267	4	0	1	24
267	4	1	1	18
267	4	2	1	39
267	4	3	1	15
267	4	4	1	12
266	0	0	1	9
266	0	1	1	15
266	0	2	1	75
266	0	3	1	12
266	0	4	1	24
266	1	0	1	15
266	1	1	1	6
266	1	2	1	66
266	1	3	1	6
266	1	4	1	18
266	2	0	1	75
266	2	1	1	66
266	2	2	1	6
266	2	3	1	60
266	2	4	1	39
266	3	0	1	12
266	3	1	1	6
266	3	2	1	60
266	3	3	1	9
266	3	4	1	15
266	4	0	1	24
266	4	1	1	18
266	4	2	1	39
266	4	3	1	15
266	4	4	1	12
265	0	0	1	9
265	0	1	1	15
265	0	2	1	75
265	0	3	1	12
265	0	4	1	24
265	1	0	1	15
265	1	1	1	6
265	1	2	1	66
265	1	3	1	6
265	1	4	1	18
265	2	0	1	75
265	2	1	1	66
265	2	2	1	6
265	2	3	1	60
265	2	4	1	39
265	3	0	1	12
265	3	1	1	6
265	3	2	1	60
265	3	3	1	9
265	3	4	1	15
265	4	0	1	24
265	4	1	1	18
265	4	2	1	39
265	4	3	1	15
265	4	4	1	12
264	0	0	1	9
264	0	1	1	15
264	0	2	1	75
264	0	3	1	12
264	0	4	1	24
264	1	0	1	15
264	1	1	1	6
264	1	2	1	66
264	1	3	1	6
264	1	4	1	18
264	2	0	1	75
264	2	1	1	66
264	2	2	1	6
264	2	3	1	60
264	2	4	1	39
264	3	0	1	12
264	3	1	1	6
264	3	2	1	60
264	3	3	1	9
264	3	4	1	15
264	4	0	1	24
264	4	1	1	18
264	4	2	1	39
264	4	3	1	15
264	4	4	1	12
263	0	0	1	9
263	0	1	1	15
263	0	2	1	75
263	0	3	1	12
263	0	4	1	24
263	1	0	1	15
263	1	1	1	6
263	1	2	1	66
263	1	3	1	6
263	1	4	1	18
263	2	0	1	75
263	2	1	1	66
263	2	2	1	6
263	2	3	1	60
263	2	4	1	39
263	3	0	1	12
263	3	1	1	6
263	3	2	1	60
263	3	3	1	9
263	3	4	1	15
263	4	0	1	24
263	4	1	1	18
263	4	2	1	39
263	4	3	1	15
263	4	4	1	12
262	0	0	1	9
262	0	1	1	15
262	0	2	1	75
262	0	3	1	12
262	0	4	1	24
262	1	0	1	15
262	1	1	1	6
262	1	2	1	66
262	1	3	1	6
262	1	4	1	18
262	2	0	1	75
262	2	1	1	66
262	2	2	1	6
262	2	3	1	60
262	2	4	1	39
262	3	0	1	12
262	3	1	1	6
262	3	2	1	60
262	3	3	1	9
262	3	4	1	15
262	4	0	1	24
262	4	1	1	18
262	4	2	1	39
262	4	3	1	15
262	4	4	1	12
261	0	0	1	9
261	0	1	1	15
261	0	2	1	75
261	0	3	1	12
261	0	4	1	24
261	1	0	1	15
261	1	1	1	6
261	1	2	1	66
261	1	3	1	6
261	1	4	1	18
261	2	0	1	75
261	2	1	1	66
261	2	2	1	6
261	2	3	1	60
261	2	4	1	39
261	3	0	1	12
261	3	1	1	6
261	3	2	1	60
261	3	3	1	9
261	3	4	1	15
261	4	0	1	24
261	4	1	1	18
261	4	2	1	39
261	4	3	1	15
261	4	4	1	12
260	0	0	1	9
260	0	1	1	15
260	0	2	1	75
260	0	3	1	12
260	0	4	1	24
260	1	0	1	15
260	1	1	1	6
260	1	2	1	66
260	1	3	1	6
260	1	4	1	18
260	2	0	1	75
260	2	1	1	66
260	2	2	1	6
260	2	3	1	60
260	2	4	1	39
260	3	0	1	12
260	3	1	1	6
260	3	2	1	60
260	3	3	1	9
260	3	4	1	15
260	4	0	1	24
260	4	1	1	18
260	4	2	1	39
260	4	3	1	15
260	4	4	1	12
259	0	0	1	9
259	0	1	1	15
259	0	2	1	75
259	0	3	1	12
259	0	4	1	24
259	1	0	1	15
259	1	1	1	6
259	1	2	1	66
259	1	3	1	6
259	1	4	1	18
259	2	0	1	75
259	2	1	1	66
259	2	2	1	6
259	2	3	1	60
259	2	4	1	39
259	3	0	1	12
259	3	1	1	6
259	3	2	1	60
259	3	3	1	9
259	3	4	1	15
259	4	0	1	24
259	4	1	1	18
259	4	2	1	39
259	4	3	1	15
259	4	4	1	12
258	0	0	1	9
258	0	1	1	15
258	0	2	1	75
258	0	3	1	12
258	0	4	1	24
258	1	0	1	15
258	1	1	1	6
258	1	2	1	66
258	1	3	1	6
258	1	4	1	18
258	2	0	1	75
258	2	1	1	66
258	2	2	1	6
258	2	3	1	60
258	2	4	1	39
258	3	0	1	12
258	3	1	1	6
258	3	2	1	60
258	3	3	1	9
258	3	4	1	15
258	4	0	1	24
258	4	1	1	18
258	4	2	1	39
258	4	3	1	15
258	4	4	1	12
257	0	0	1	9
257	0	1	1	15
257	0	2	1	75
257	0	3	1	12
257	0	4	1	24
257	1	0	1	15
257	1	1	1	6
257	1	2	1	66
257	1	3	1	6
257	1	4	1	18
257	2	0	1	75
257	2	1	1	66
257	2	2	1	6
257	2	3	1	60
257	2	4	1	39
257	3	0	1	12
257	3	1	1	6
257	3	2	1	60
257	3	3	1	9
257	3	4	1	15
257	4	0	1	24
257	4	1	1	18
257	4	2	1	39
257	4	3	1	15
257	4	4	1	12
256	0	0	1	9
256	0	1	1	15
256	0	2	1	75
256	0	3	1	12
256	0	4	1	24
256	1	0	1	15
256	1	1	1	6
256	1	2	1	66
256	1	3	1	6
256	1	4	1	18
256	2	0	1	75
256	2	1	1	66
256	2	2	1	6
256	2	3	1	60
256	2	4	1	39
256	3	0	1	12
256	3	1	1	6
256	3	2	1	60
256	3	3	1	9
256	3	4	1	15
256	4	0	1	24
256	4	1	1	18
256	4	2	1	39
256	4	3	1	15
256	4	4	1	12
255	0	0	1	9
255	0	1	1	15
255	0	2	1	75
255	0	3	1	12
255	0	4	1	24
255	1	0	1	15
255	1	1	1	6
255	1	2	1	66
255	1	3	1	6
255	1	4	1	18
255	2	0	1	75
255	2	1	1	66
255	2	2	1	6
255	2	3	1	60
255	2	4	1	39
255	3	0	1	12
255	3	1	1	6
255	3	2	1	60
255	3	3	1	9
255	3	4	1	15
255	4	0	1	24
255	4	1	1	18
255	4	2	1	39
255	4	3	1	15
255	4	4	1	12
254	0	0	1	9
254	0	1	1	15
254	0	2	1	75
254	0	3	1	12
254	0	4	1	24
254	1	0	1	15
254	1	1	1	6
254	1	2	1	66
254	1	3	1	6
254	1	4	1	18
254	2	0	1	75
254	2	1	1	66
254	2	2	1	6
254	2	3	1	60
254	2	4	1	39
254	3	0	1	12
254	3	1	1	6
254	3	2	1	60
254	3	3	1	9
254	3	4	1	15
254	4	0	1	24
254	4	1	1	18
254	4	2	1	39
254	4	3	1	15
254	4	4	1	12
253	0	0	1	9
253	0	1	1	15
253	0	2	1	75
253	0	3	1	12
253	0	4	1	24
253	1	0	1	15
253	1	1	1	6
253	1	2	1	66
253	1	3	1	6
253	1	4	1	18
253	2	0	1	75
253	2	1	1	66
253	2	2	1	6
253	2	3	1	60
253	2	4	1	39
253	3	0	1	12
253	3	1	1	6
253	3	2	1	60
253	3	3	1	9
253	3	4	1	15
253	4	0	1	24
253	4	1	1	18
253	4	2	1	39
253	4	3	1	15
253	4	4	1	12
252	0	0	1	9
252	0	1	1	15
252	0	2	1	75
252	0	3	1	12
252	0	4	1	24
252	1	0	1	15
252	1	1	1	6
252	1	2	1	66
252	1	3	1	6
252	1	4	1	18
252	2	0	1	75
252	2	1	1	66
252	2	2	1	6
252	2	3	1	60
252	2	4	1	39
252	3	0	1	12
252	3	1	1	6
252	3	2	1	60
252	3	3	1	9
252	3	4	1	15
252	4	0	1	24
252	4	1	1	18
252	4	2	1	39
252	4	3	1	15
252	4	4	1	12
251	0	0	1	9
251	0	1	1	15
251	0	2	1	75
251	0	3	1	12
251	0	4	1	24
251	1	0	1	15
251	1	1	1	6
251	1	2	1	66
251	1	3	1	6
251	1	4	1	18
251	2	0	1	75
251	2	1	1	66
251	2	2	1	6
251	2	3	1	60
251	2	4	1	39
251	3	0	1	12
251	3	1	1	6
251	3	2	1	60
251	3	3	1	9
251	3	4	1	15
251	4	0	1	24
251	4	1	1	18
251	4	2	1	39
251	4	3	1	15
251	4	4	1	12
250	0	0	1	9
250	0	1	1	15
250	0	2	1	75
250	0	3	1	12
250	0	4	1	24
250	1	0	1	15
250	1	1	1	6
250	1	2	1	66
250	1	3	1	6
250	1	4	1	18
250	2	0	1	75
250	2	1	1	66
250	2	2	1	6
250	2	3	1	60
250	2	4	1	39
250	3	0	1	12
250	3	1	1	6
250	3	2	1	60
250	3	3	1	9
250	3	4	1	15
250	4	0	1	24
250	4	1	1	18
250	4	2	1	39
250	4	3	1	15
250	4	4	1	12
249	0	0	1	9
249	0	1	1	15
249	0	2	1	75
249	0	3	1	12
249	0	4	1	24
249	1	0	1	15
249	1	1	1	6
249	1	2	1	66
249	1	3	1	6
249	1	4	1	18
249	2	0	1	75
249	2	1	1	66
249	2	2	1	6
249	2	3	1	60
249	2	4	1	39
249	3	0	1	12
249	3	1	1	6
249	3	2	1	60
249	3	3	1	9
249	3	4	1	15
249	4	0	1	24
249	4	1	1	18
249	4	2	1	39
249	4	3	1	15
249	4	4	1	12
248	0	0	1	9
248	0	1	1	15
248	0	2	1	75
248	0	3	1	12
248	0	4	1	24
248	1	0	1	15
248	1	1	1	6
248	1	2	1	66
248	1	3	1	6
248	1	4	1	18
248	2	0	1	75
248	2	1	1	66
248	2	2	1	6
248	2	3	1	60
248	2	4	1	39
248	3	0	1	12
248	3	1	1	6
248	3	2	1	60
248	3	3	1	9
